results.address_1,results.city,results.classification,results.code_info,results.country,results.distribution_pattern,event_id,results.initial_firm_notification,results.product_description,results.postal_code,results.product_quantity,results.product_type,results.reason_for_recall,results.recall_number,results.recalling_firm,results.state,results.status,results.voluntary_mandated,recall_initiation_date,report_date,center_classification_date,termination_date
752 Kasota Cir Se,Minneapolis,Class I,"1.  Lot Number:  X0924992, Expiration 10/5/2025, and Lot Number:  X0924992, Expiration 10/5/2025.   2.  Lot Number:  X0925250, Expiration 10/4/2025.   3.  Lot Number:  X0924991, Expiration  10/5/2025.",United States,"IA, IL, ND, NE, WI",97709,E-Mail,"Cut Fresh Fruit Mix.  Contains:  Cantaloupe, Honeydew, Pineapple, and Red Grapes.  Keep Refrigerated. Packed under the following brands and sizes:    1.  Fruit Mix CHPG (MCT) 1/5 lb.   2.  Fruit Medley ""HC"" 24/8 oz.  Harvest Cuts  UPC 7 90629-08008 7.   3.  Fruit Mix CHPG (PAIL) 1/5 lb.  UPC 7 90629-11369.    Packed by WPS, Minneapolois, MN",55414-2815,307 total cases/pails recalled,Food,Potential Listeria monocytogenes contamination.,H-0068-2026,WHOLESALE PRODUCE SUPPLY LLC DBA,MN,Terminated,Voluntary: Firm initiated,2025-09-26,2025-10-22,2025-10-15,2025-12-19
7560 NW 43rd St,Miami,Class I,MPC 31-18550,United States,Domestic distribution only.,86662,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IncredibleStoneCrab, Mustard Sauce, 8 oz. plastic container, Distributed by: IncredibleStoneCrab,",33166-6408,181 containers,Food,"Undeclared Allergens: Fish, Egg, and Milk.",F-0096-2021,Incredible Fish,FL,Terminated,Voluntary: Firm initiated,2020-10-23,2020-11-18,2020-11-10,2020-12-30
7591 Montevideo Rd,Jessup,Class II,Use By Date of 10/27/2023 through 11/8/2023,United States,"Distributed to consignees in Alabama, Connecticut, Washington, D.C., Delaware, Florida, Georgia, Kentucky, Maryland, Michigan, North Carolina, Ohio, Pennsylvania, Tennessee, Virginia, and West Virginia.",93386,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Le Croissant Turkey & Cheddar Net Wt. 5.5oz (156g) UPC:766375261629 Packaged in clamshell container. Sold as single unit and 6-unit pack under Food Unlimited brand,20794-9323,238 clamshells,Food,Undeclared milk and soy,F-0475-2024,The Coastal Companies DBA Hearn Kirkwood,MD,Terminated,Voluntary: Firm initiated,2023-11-03,2023-12-06,2023-11-29,2024-09-25
77 N Hetrick Ave,Palmyra,Class II,2852-734,United States,"Product Distributed in the following States AL, AK, CT, DL, FL, GA, IL, ID, KT, LA, MD, MA, MI, NJ, NY ,NC , OH, PA, SC, TN, VA, WV",81465,E-Mail,"ASK Foods Inc. Naturally Creative Firecracker Slaw, 3.75 lb. Bulk Container sold from the deli",17078-1501,313 Cases,Food,Products recalled due to potential contamination with Listeria monocytogenes or Salmonella.,F-0746-2019,ASK Foods Inc,PA,Terminated,Voluntary: Firm initiated,2018-10-23,2018-12-26,2018-12-20,2018-12-20
7701 Legacy Dr,Plano,Class III,guaranteed fresh  date of 25 SEPT 2018. Directly next to or underneath the  guaranteed fresh  date is a 9-digit manufacturing code that will include the numerical combination  112  or  212  in the first three positions,United States,"Northeastern Ohio and the city of Altoona, PA",80603,Letter,Ruffles Cheddar and Sour Cream flavored potato chips 8.5 oz bag,75024-4099,unknown,Food,Potential for cleaning solution to come into contact with the chips.,F-1730-2018,"Frito-Lay, Inc",TX,Terminated,Voluntary: Firm initiated,2018-07-20,2018-08-08,2018-08-01,2018-09-04
777th & State,Bridgeport,Class I,best by date 071316  to  022917,United States,70 retail stores nationwide. Product was also shipped to canada firms. please see attached spread sheet for a full list of customers.,74375,E-Mail,"HC SUNFLOWER KERNEL 3 OZ. packaged in a clear plastic bag with attached green brown and yellow label that reads in part "" Uncle Bucks Sunflower kernel"" UPC code 752545070894",62417-0277,"15,312 bags",Food,"Sunflower kernels in this product are contaminated with Listeria Monocytogenes per the original supplier, SunOpta.",F-1746-2016,"Rucker's Wholesale & Service Co., Inc.",IL,Terminated,Voluntary: Firm initiated,2016-06-08,2016-07-27,2016-07-19,2018-02-27
785 Firetower Rd,Colora,Class II,"P1717, P1722",United States,"Product was distributed in MD, PA, and DE .  There are 14 direct accounts affected.",77903,E-Mail,"Kilby Cream Ice Cream Various Flavors: Strawberry Cheesecake    Size: 2.5 Gal , 7 oz.",21917-1505,1unit,Food,According to the firm a process deviation and proper temperatures were not reached during ice cream production and mix storage.,F-3550-2017,Kilby Cream,MD,Terminated,Voluntary: Firm initiated,2017-08-04,2017-09-27,2017-09-15,2018-01-03
7926 Lochlin Dr,Brighton,Class II,All products manufactured between 01/14/16 to 10/24/17; Lots: Lot# 01916B  Lot# 04216  Lot# 08916  Lot# 10216  Lot# 13216B  Lot# 16016B  Lot# 19316B  Lot# 19416B  Lot# 22316  Lot# 26016  Lot# 26316  Lot# 30516  Lot# 30616  Lot# 30616  Lot# 27516B  Lot# 31416  Lot# 32016  Lot# 35416B  Lot# 35516  Lot# 10817B  Lot# 11617  Lot# 11617  Lot# 12917  Lot# 15917  Lot# 17117  Lot# 19317  Lot# 19417  Lot# 21917B  Lot# 23417  Lot# 27617B  Lot# 27917    Lot# 04216  Lot# 08216B  Lot# 08216B  Lot# 10216  Lot# 10216B  Lot# 13216B  Lot# 13816  Lot# 20916  Lot# 20916  Lot# 22316  Lot# 22316  Lot# 25616B  Lot# 25816  Lot# 25816B  Lot# 25916  Lot# 25916B  Lot# 26016  Lot# 27516B  Lot# 30616  Lot# 33516  Lot# 34916  Lot# 35016  Lot# 01817  Lot# 02317  Lot# 04617  Lot# 19417  Lot# 19417  Lot# 19517  Lot# 19817  Lot# 19917  Lot# 20117  Lot# 20517    Lot# 08216B  Lot# 08916    Lot# 00616B  Lot# 01916B  Lot# 06016  Lot# 08216B  Lot# 10216B  Lot# 10216B  Lot# 13216B  Lot# 13816  Lot# 13816  Lot# 16016B  Lot# 18016  Lot# 18116  Lot# 20016  Lot# 20716B  Lot# 20916  Lot# 23516  Lot# 23916  Lot# 27516B  Lot# 32016  Lot# 33516  Lot# 33516  Lot# 34916  Lot# 35016  Lot# 35516  Lot# 35516B  Lot# 05517  Lot# 05917B  Lot# 06217  Lot# 06517  Lot# 06517  Lot# 09417  Lot# 09417  Lot# 10817B  Lot# 12917  Lot# 15917  Lot# 18617  Lot# 19317  Lot# 20517  Lot# 21217B  Lot# 21917B  Lot# 23417  Lot# 24817  Lot# 25117  Lot# 26517B    Lot# 04216  Lot# 05616  Lot# 06016  Lot# 19416B  Lot# 19516  Lot# 20016  Lot# 22316B  Lot# 23316  Lot# 23516  Lot# 26416B  Lot# 27516B  Lot# 34916  Lot# 35016  Lot# 01317  Lot# 01817  Lot# 02317  Lot# 05517  Lot# 09417  Lot# 17117  Lot# 18617  Lot# 26517B  Lot# 27917  Lot# 29217    Lot# 26316  Lot# 24817  Lot# 25017,United States,"Domestic: MI, IN, IL, FL, TX, CA., NV, OR, NH, NY, NJ, VA, WI, KY, DE, PA, CT, PR, OH, RI, IA,",78405,Press Release,"Dark Chocolate Almond Bark 10 oz.,10 lbs.",48116-8329,"1,517 cases",Food,"GKI Foods of Brighton, Michigan is voluntarily recalling multiple dark chocolate products because they may contain an undeclared milk allergen.",F-0316-2018,"GKI Foods, LLC",MI,Terminated,Voluntary: Firm initiated,2017-10-27,2017-11-29,2017-11-17,2018-07-09
795 Trademark Dr,Reno,Class III,FG Lot 2018410057;  Expiration Date 8/2020,United States,One customer in KS.,82010,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Klaire Labs Melatonin Lozenge Formula  Fast Dissolving 1 mg tablets;  Packed in a 75 cc HDPE Bottle  60 Tablets  UPC: 8 28054 17845 8;  SKU: ML1,89521-5920,120 bottles,Food,Small quantity of product labeled as Melatonin Lozenge Formula were filled with L-Theanine.,F-1101-2019,"ProThera, Inc. dba SFI USA",NV,Terminated,Voluntary: Firm initiated,2019-01-17,2019-03-06,2019-02-27,2019-03-26
7955 S State Road 7,Lake Worth,Class I,"Lot #LW15124,  Sell by date of 6/15/24",United States,Distributed in the state of FL,94795,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Green Life Farms Baby Arugula in 4.5 ounce plastic clamshell  packaging containers. 6 packages per case of 4.5oz each. Store in refrigerator.,33449-6701,204 Cases - 1224 Clamshells,Food,Salmonella contamination,F-1422-2024,GREEN LIFE FARMS,FL,Terminated,Voluntary: Firm initiated,2024-06-06,2024-07-03,2024-06-26,2024-07-10
796 29 3/4 Ave,Barronett,Class II,"Batch #   00063020-011, 00071620-011.",United States,MN and WI,87244,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","20 Mile Rhubarb, Organic Frozen Custard, Contents:  One U.S. Pint and 86 oz. Scoopers.  UPC 50005-48811.  Made by Barron County Organics, LLC, 10-Mile Organic and Local General Store, 796 29 3/4 Ave. Barronett, WI  54813.",54813-9470,"3,855 pints and 148.5 Scoopers (86 oz.) total",Food,Ingredients were not pasteurized after blending as required by State of Wisconsin.,F-0302-2021,Barron County Organics,WI,Terminated,Voluntary: Firm initiated,2021-02-03,2021-02-24,2021-02-17,2021-06-09
7970 Summerlin Lakes Dr Ste 101,Fort Myers,Class I,No lot numbers provided; Expiration date is 6 months from production date.,United States,The products were only distributed in the state of Florida.,94308,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Vanilla Ice Cream Cookie Sandwich. Sandwiches packaged in a gold or clear bags. 50 sandwiches per case and weighting 4oz each sandwich.,33907-1855,1208.,Food,"Undeclared Allergen: milk, eggs, wheat, peanuts, and tree nuts.",F-1230-2024,Belgian Yummies,FL,Terminated,Voluntary: Firm initiated,2024-03-20,2024-05-15,2024-05-09,2024-07-16
7971 Tarbay Dr,Jessup,Class I,Lot 02332101,United States,"NJ, NY, OH, PA, RI, VA",69983,Press Release,"Gourmet Mix Fruit Delight Net Wt. 64 oz. (1814g) Best If Enjoyed By: 12/03/14, Dist. By: Wegmans Food Markets, Inc., Rochester, NY 14603 UPC 077890241516",20794-9416,128 units,Food,Possible contamination with Listeria monocytogenes.,F-0777-2015,"Del Monte Fresh Produce NA, Inc",MD,Terminated,Voluntary: Firm initiated,2014-12-09,2015-01-21,2015-01-09,2015-04-28
7989 Arndt Rd,Oconto Falls,Class II,8.21.3  8.28.3,United States,"WI, CO",63168,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Springside Cheese, Monterey Jack Dill    Cheese,  55-0172,  V3, August 21, 2012,",54154-9755,"41,616.53 lbs total",Food,"Springside Cheese Corp. is recalling cheese produced on August 21, 2012 through September 1, 2012.  This voluntary recall has been initiated because the cheese has the potential to be contaminated with Giardia, a parasite, from an employee illness.",F-0063-2013,Springside Cheese Corp,WI,Terminated,Voluntary: Firm initiated,2012-09-07,2012-10-17,2012-10-10,2016-03-09
7989 Arndt Rd,Oconto Falls,Class II,8.28.3,United States,"WI, CO",63168,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Springside Cheese, Cranberry Monterey Jack  Cheese,  55-0172,  V3, August 28, 2012,",54154-9755,"41,616.53 lbs total",Food,"Springside Cheese Corp. is recalling cheese produced on August 21, 2012 through September 1, 2012.  This voluntary recall has been initiated because the cheese has the potential to be contaminated with Giardia, a parasite, from an employee illness.",F-0062-2013,Springside Cheese Corp,WI,Terminated,Voluntary: Firm initiated,2012-09-07,2012-10-17,2012-10-10,2016-03-09
800 S 40th St,Springdale,Class II,4109N1 4110N1,United States,"California, Ohio, Pennsylvania, Oregon, Florida, Illinois, North Carolina, Massachusetts, Wisconsin, Colorado, Louisiana, Texas, Missouri, Minnesota, Oklahoma, New York, Michigan, Indiana, Maryland, New Jersey and Georgia",94548,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Panera Oatmeal Raisin with Berries Cookie, Net Wt. 41.25 lb (18.71kg), 220/3 oz cookie dough pucks/case",72762-4826,"29,019 Cases (Total all products)",Food,Potential salmonella contamination,F-1301-2024,Rise Baking Company dba South Coast Baking,AR,Terminated,Voluntary: Firm initiated,2024-05-02,2024-06-12,2024-06-06,2024-11-15
807 E Orchard St,Mundelein,Class II,Product code: BlueberryPwdr-BD; All lots,United States,"US: IL, MO, OH, FL, and TN",64079,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Foil bags containing 2.2 lbs. each of blueberry flavored powder and sold under the Boba Direct, Inc. brand.",60060-3019,,Food,Bubble tea powders contain undeclared allergens.,F-2794-2015,"Boba Direct, Inc.",IL,Terminated,Voluntary: Firm initiated,2013-01-09,2015-07-15,2015-07-07,2017-08-14
807 E Orchard St,Mundelein,Class II,Product code: MangoPwdr-BD; All lots,United States,"US: IL, MO, OH, FL, and TN",64079,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Foil bags containing 2.2 lbs. each of mango flavored powder and sold under the Boba Direct, Inc. brand.",60060-3019,,Food,Bubble tea powders contain undeclared allergens.,F-2802-2015,"Boba Direct, Inc.",IL,Terminated,Voluntary: Firm initiated,2013-01-09,2015-07-15,2015-07-07,2017-08-14
807 E Orchard St,Mundelein,Class II,Product code: PinePwdr-BD; All lots,United States,"US: IL, MO, OH, FL, and TN",64079,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Foil bags containing 2.2 lbs. each of pineapple flavored powder and sold under the Boba Direct, Inc. brand.",60060-3019,,Food,Bubble tea powders contain undeclared allergens.,F-2807-2015,"Boba Direct, Inc.",IL,Terminated,Voluntary: Firm initiated,2013-01-09,2015-07-15,2015-07-07,2017-08-14
81 Calle Autonomia,Canovanas,Class II,,United States,PR only. Product sold by the firm at retail.,63207,Letter,"""Alcapurria Jueyes"" (Crab-filled fritters) - Food Service",00729-3248,160,Food,"Undeclared allergens: wheat, soy, crustacean shellfish (crab), and yellow #5",F-0655-2013,"Fabrica Confecciones Soto, Inc.",PR,Terminated,Voluntary: Firm initiated,2012-09-12,2012-11-14,2012-11-08,2017-05-03
810 E 27th St,Paterson,Class II,DPA159  Shrimp Paste (Klong Kone) 'M',United States,"The recalled product was distributed to the following states: IA, NJ",98171,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Shrimp Paste (Klong Kone) 'M' ,  16 oz, 24 count , PLastic Jar,  24 packages/ case",07513-1215,7 cases,Food,Product tested high for lead.,H-0389-2026,"GUSTO GROUP, INC.",NJ,Terminated,Voluntary: Firm initiated,2025-11-19,2026-01-21,2026-01-09,2026-04-07
8200 Madison Ave,Cleveland,Class III,Item# 41251; Mfr. date/Lot# 06/17/16 & 06/27/16; Shipped 06/30/16; UPC 8 50194 41220 8; Exp. 06/17/17 & 06/27/17,United States,"US Nationwide.  The product was distributed to the following states: IN, TX, VA",75199,Letter,National Foods Packaging Low Sodium Chicken Base in 50 lb white poly-lined paper bags,44102-2727,2000 lb,Food,Product contains a spice which was tested and found to contain elevated levels of lead.,F-0228-2017,National Foods Packaging Inc,OH,Terminated,Voluntary: Firm initiated,2016-09-16,2016-10-26,2016-10-20,2019-06-25
8211 Ne Brazee St,Portland,Class II,"02 15  02 15 means that the product is expired on February 15, 2020.",United States,Distributed to Oregon and Washington.,84979,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Deep-fried Donut (Banh Tieu) 3.2-ounce package in clear plastic bag, no UPC, no brand.    Product is labeled in part, ""BANH TIEU***Ingredients: bread flour, sugar, baking powder, salt, sesame seed, water, shortening oil.***Lanvin French Bakery***"".",97220-5320,49 bags,Food,Undeclared wheat and soybean oil.,F-0738-2020,"Lanvin French Bakery, LLC",OR,Terminated,Voluntary: Firm initiated,2020-02-12,2020-03-04,2020-02-21,2020-06-05
825 Atlantic Hwy,Warren,Class I,All lots codes that fail to declare the allergen  milk,United States,nationwide,63260,Press Release,"Endurance Daily Vanilla Dietary Supplement  Packaged under the label:  Stronger Faster Healthier and Mainer Whey  Packaged in: 2 lb (32 oz), 10 oz. and 30 gram sizes",04864-4617,1032 units,Food,Protein supplement fails to declare allergen milk,F-0480-2015,"Maine Natural Health, Inc.",ME,Terminated,Voluntary: Firm initiated,2012-09-21,2014-11-19,2014-11-12,2015-03-02
825 Atlantic Hwy,Warren,Class I,All lots codes that fail to declare the allergens: milk,United States,nationwide,63260,Press Release,"Hunger and Weight Vanilla  Dietary Supplement Packaged under the labels Stronger Faster Healthier Whey: 2 lb (32 oz),  and 10 oz sizes",04864-4617,,Food,Protein supplement fails to declare allergen: milk,F-0489-2015,"Maine Natural Health, Inc.",ME,Terminated,Voluntary: Firm initiated,2012-09-21,2014-11-19,2014-11-12,2015-03-02
825 Franklin Ct Se Ste B,Marietta,Class II,BBE: JUN/2024. Batch: 494951 -T,United States,nationwide,91329,E-Mail,"Pepper Collection 8 Tube Gift Set - a colorful assortment of dried peppers.  This product contains peppers in 8 different glass tube and packaged in a printed paperboard sleeve and are visible through a window in the sleeve. Net wt. is 4.87oz/138g. The UPC is 6 009686 793712.  Packed in South Africa. US Importer: Something South African, LLC Seattle WA 98199, Email: info@somethingsouthafrican.net.",30067-8944,4200 units,Food,Due to presence of mold (Aspergillus brasiliensis) and Ochratoxin A.,F-0263-2023,Something South African LLC,GA,Terminated,Voluntary: Firm initiated,2022-12-12,2023-01-25,2023-01-13,2023-04-24
825 Victorsway,Ann Arbor,Class II,Lot # P0127413,United States,Michigan and Ohio Distribution Centers,68134,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Meijer Baby Pediatric Electrolyte Fruit Flavor 8oz x 4 with Best by: 10/01/15; 24 bottles per case, 6-4packs",48108,"720 cases (17, 280 bottles)",Food,H:20 Innovations is recalling Meijer Brand Baby Pediatric Electrolyte Fruit and Strawberry Flavor 8oz drinks due to a seal defect found during a complaint investigation.,F-1952-2014,H:20 Innovations LLC,MI,Terminated,Voluntary: Firm initiated,2014-03-26,2014-05-28,2014-05-21,2014-08-01
8340 Belvedere Ave,Sacramento,Class II,"HP Hood lot numbers: A15335, B15336, A16008, B16009, B16042, C16043  A16046, A16059, A16060, B16061, B16105, C16106, C16127, D16128  A16157, B16158, B15350, C16046, A15349, C16102, C16135, D16136  C16158",United States,"USA, Canada, Australia and south Africa",74394,Telephone,"Muscle Milk 14 oz, 25 g protein.  Vanilla Creme    UPC (case):  8-76063-00222-6;    UPC (unit):  8-76063-00202-8",95826-5902,132597 cases; 12 x 14 oz. containers,Food,Products recalled due to premature spoilage (swelled containers & foul odor).,F-0339-2017,"H.P. Hood, LLC",CA,Terminated,Voluntary: Firm initiated,2016-06-09,2016-11-16,2016-11-07,2017-02-13
